"seller_id","seller_state","seller_city","total_orders","total_revenue","avg_order_value"
"f0837c8d71434931d9e38e7b79234797","RS","arvorezinha","22","344690","14986.5217"
"df560393f3a51e74553ab94004ba5c87","PR","loanda","26","342978","12702.8889"
"276677b5d08786d5dce7c2149dcce48b","MG","belo horizonte","31","342420","7609.3333"
"b17b679f4f5ce2e03ce6968c62648246","SP","ribeirao preto","50","342418","6714.0784"
"4677a5437afda5fa7140b927b07be1cc","PR","japira","11","341570","31051.8182"
"f4db9b37944bcb8873e6b456ee190bbf","SP","itaquaquecetuba","21","340978","15499.0000"
"827f8f69dfa529c561901c4f2e0f332f","PR","curitiba","91","340839","3277.2981"
"cfd7ddab722b902f7ac5b5f3ba6d723d","MG","contagem","12","338503","26038.6923"
"960945e1a9535cbc0cd6ddd35fbe7ae8","SP","sao paulo","28","338173","11661.1379"
"1b8356dabde1d35e17cef975c3f82730","SP","sao paulo","55","336640","5610.6667"
"070d165398b553f3b4b851c216b8a358","SP","sao paulo","31","333317","8771.5000"
"6481e96574816ead57975da2c0f6d80d","SP","sorocaba","32","332490","7732.3256"
"6b90f847357d8981edd79a1eb1bf0acb","SP","guarulhos","45","332208","7068.2553"
"db4350fd57ae30082dec7acbaacc17f9","SP","sao paulo","136","330432","2278.8414"
"994f04b3718c2bab35c2adfa8afecd2a","SP","jaguariuna","47","328980","5981.4545"
"a2b5b6105ea5942300631d2e76f4ffe0","SP","osasco","16","328669","20541.8125"
"54c04bdb5ec46762f8f08c7e8f86ed4a","SC","florianopolis","18","328166","17271.8947"
"5b51032eddd242adc84c38acab88f23d","MG","borda da mata","12","328000","23428.5714"
"52562a9f449c3dc3d53f5f5b9ed74903","RN","parnamirim","14","326660","23332.8571"
"aeb36d67f1414f234d42a29e27cf1f17","SP","santo andre","4","326380","81595.0000"
"594f9aaa48e5bf431f011ddc5669b0d5","MG","contagem","37","324880","8549.4737"
"a938325a4b357fd23a6a4d5bb126408e","RJ","nilopolis","24","323100","12924.0000"
"643214e62b870443ccbe55ab29a4dccf","SP","sao paulo","65","322923","4892.7727"
"c64a2aec32cc408a8a4c6d7c46017f91","RS","imbe","9","322150","35794.4444"
"afa6714acee029b2dfdf357e5579cc03","SP","descalvado","16","322076","18945.6471"
"4c18691b6037662be2df78a765d98ab5","SP","sao paulo","63","319552","4769.4328"
"d57e18d5f73c7ccb7f7339b61166898d","SP","sao paulo","61","318770","5059.8413"
"e48b04bf1aa1ef711caebeb7aede6180","PR","curitiba","25","318710","12748.4000"
"e89c4adbe7b1d0819dbb636e16461cf1","SP","indaiatuba","24","318130","12725.2000"
"870d0118f7a9d85960f29ad89d5d989a","MG","pocos de caldas","45","315720","5175.7377"
"c8b3445d737de6befde0c88ede534a5e","SP","sao paulo","30","314904","8747.3333"
"5bc24d989e71e93c33e50a7782431b0e","MG","campo do meio","17","314800","18517.6471"
"f326006815956455b2859abd58fe7e39","SP","fernandopolis","9","314716","10490.5333"
"3cfa1358a6caa965278721344c8d76f2","SP","sao bernardo do campo","5","314028","62805.6000"
"c394e193cda3b4225ff2094d32184849","SP","sao paulo","2","313489","28499.0000"
"238fac594e170b59c6d228f5a4f4f1d9","SP","dois corregos","29","312600","10420.0000"
"21e83881401b92b49fb09a16d3852291","MG","uberlandia","12","310906","23915.8462"
"5b35136197710e16ac5e7b7c2bd4ea85","RJ","rio de janeiro","7","310420","34491.1111"
"5c6d4016c2a288f074fa0848a2b653d2","SP","sao paulo","31","310000","9117.6471"
"08cdbae123ff67ca4e36d9d641ce0119","MG","uba","4","309899","51649.8333"
"95f83f51203c626648c875dd41874c7f","MG","borda da mata","50","307766","4734.8615"
"f61c63d13f7cd800549d5acdd390ae72","SP","pilar do sul","26","307230","11816.5385"
"aae3bfea055532c57fb453ed3ec80b30","SP","santo andre","48","305792","6115.8400"
"612a743d294c27884fb7b80d2b19ba35","PR","curitiba","2","305770","101923.3333"
"d9e8c084b68fe958861d8f2c21202e6b","SP","sao paulo","9","305000","25416.6667"
"b8555308bfdb4ca1ed54325a58da9a97","SP","sao bernardo do campo","26","304720","10882.8571"
"0ebd97a106433a45a4aebe57c1799778","MG","contagem","31","304680","9521.2500"
"4da0e408c99d2fdc2126dc9fce518060","PR","cornelio procopio","44","302600","5603.7037"
"4c8545742faaf58fafd5fd14d25d75cf","SP","fernandopolis","4","302000","75500.0000"
"55f7a3319d80f7fdf078b8f03e6725fe","SP","osasco","22","301378","13699.0000"
"2d50d6282f8aa2257819a77bfaa0efe0","SP","ibitinga","42","300848","6996.4651"
"3bdff180c7e1f6551a643b99c265a120","SP","sao paulo","56","300820","5186.5517"
"5bc55dbe2f12b6af6d83ed46023e0dc8","MG","coronel fabriciano","17","299210","14248.0952"
"0c7533c71df861ec58ad7ff999ed0e8d","SP","valinhos","61","298930","4094.9315"
"fce62094ffe6a4009188ec44e681dfdd","SP","sao paulo","4","296970","26997.2727"
"9646c3513289980f17226a2fc4720dbd","SP","sao jose dos campos","69","296440","3900.5263"
"d17f467e4bf608a510c20d82f4ba3b6b","RS","caxias do sul","11","296378","26943.4545"
"b1ac6ea7895bc3dd6f0f6f4abbdd2821","RS","canoas","38","296200","7794.7368"
"8cbac7e12637ed9cffa18c7875207478","SC","jaragua do sul","66","295598","3649.3580"
"f4aba7c0bca51484c30ab7bdc34bcdd1","SP","sao paulo","108","295190","2566.8696"
"e908c0f3646e8b60375734a350d95d71","SP","sao paulo","1","295100","295100.0000"
"dd58ee93286b0821565574c570e9e1dc","PR","curitiba","2","294800","147400.0000"
"60562ab00b8054280520d390c8c0045c","SP","sao paulo","17","294300","17311.7647"
"f44b6f775a2b390380e0e30b5c9d3eee","SP","sao paulo","10","293000","29300.0000"
"606ce7768feac12c5e8bd58db8b08f0f","SP","campinas","5","291660","58332.0000"
"2156f2671501a81034d7d07f217609d0","SP","sp","21","290950","13854.7619"
"20d83f3ef0e6925fd74bfd59170babf7","SP","sao paulo","40","290360","5377.0370"
"d3dcf0604eabf0224fbd5948b5e02f69","SP","sao paulo","9","290230","32247.7778"
"1771297ac436903d1dd6b0e9279aa505","SP","guarulhos","28","288127","8003.5278"
"1987cd4be10fe09ee50454f9c354d1c6","MG","ouro fino","14","287770","17985.6250"
"bd697db56ff8e7c9cd1abeb7f72029b2","SP","sao paulo","21","286979","13665.6667"
"49e7217cfe4e427191c378ec626d8737","MG","formiga","12","286880","22067.6923"
"430315b7bb4b6e4b3c978f9dfa9b0558","SP","sao paulo","19","286440","14322.0000"
"a6fe7de3d16f6149ffe280349a8535a0","SP","franca","50","284490","5578.2353"
"fec6275253471ace26d209bbaa64cd0f","RJ","nova friburgo","9","284000","28400.0000"
"b494891378bd8f4560abe576c52deacd","SP","sao paulo","19","283900","13519.0476"
"d32e3909cfb714fb2a6cb092c85b9c5f","SP","jundiai","10","282790","25708.1818"
"730937bf88cb151eb2eb849f642fc213","SP","rio claro","22","282120","10850.7692"
"5f1dc28029d2c244352a68107ec2b542","SP","sao paulo","62","280730","3599.1026"
"820cc752a266cdc6c1a1e61dd4583330","PR","maringa","15","280280","18685.3333"
"df56d7b40d437f88407c5f78b63bc328","PR","cascavel","22","279128","11165.1200"
"cb3dd9ce66268c7a3ca7241ac70ab58c","SP","sao paulo","48","278832","5576.6400"
"ae7ab174effdead6c241e547e4ca13f0","PR","arapongas","6","277860","39694.2857"
"c4f7fee5b0db50e87766f5a4d1b1b758","SP","sorocaba","5","276203","55240.6000"
"f125f3a310c2e5f822d116147de1e474","SP","sao paulo","16","276140","12551.8182"
"bb7a14e229b1c95156719c3d9552eeee","RJ","rio de janeiro","10","276020","27602.0000"
"8f54d64f28a993550aa7943f12572959","MG","ipatinga","15","275550","17221.8750"
"a1474fd46fd3430168f7ec202da39408","SP","pinhais","12","275250","19660.7143"
"1838dd9b8977065acf51d95e0053ea7a","MG","belo horizonte","62","275050","4231.5385"
"1444c08e64d55fb3c25f0f09c07ffcf2","BA","lauro de freitas","1","274900","274900.0000"
"f7ccf836d21b2fb1de37564105216cc1","SP","ibitinga","69","274840","3764.9315"
"3fd1e727ba94cfe122d165e176ce7967","SP","araraquara","35","274740","7631.6667"
"f805b96fa705ba7995a221f1749dc141","PR","maringa","7","274444","39206.2857"
"977f9f63dd360c2a32ece2f93ad6d306","SP","tabatinga","23","273007","11375.2917"
"3b872fd4747f01cc56206f2934198618","SP","ibitinga","25","272674","10099.0370"
"5cbbd5a299cab112b7bf23862255e43e","PR","pinhais","36","272606","7173.8421"
"458d868c9642f55f18f04e951a3fdde6","RS","porto alegre","2","271800","135900.0000"
"33576ec5412fb5905d876f12f33bfde6","PR","curitiba","31","271800","8493.7500"
"78744a20ee2f80ba64f6804c25def2b8","PE","recife","6","271500","45250.0000"
"fe26f3ecb51a15e6d8335cd92da42562","SP","sao paulo","7","270896","38699.4286"
"d93844a9c55ba7ce353388bcf849ea56","PR","curitiba","12","270850","19346.4286"
"51702dc2a3e106c76dbff722b5bf0726","SP","conchal","13","270510","19322.1429"
"31561f325664a8a7aba4c8d0c3a9b3db","SP","sao paulo","36","270219","7111.0263"
"2a1348e9addc1af5aaa619b1a3679d6b","MG","belo horizonte","48","269740","5289.0196"
"974cf2cb8f4b7add98709c30df02fe10","SP","araraquara","30","269470","8982.3333"
"0015a82c2db000af6aaaf3ae2ecb0532","SP","santo andre","3","268500","89500.0000"
"432c37c9dfba871172ec162e20118b8c","DF","brasilia","44","267987","4872.4909"
"a17f621c590ea0fab3d5d883e1630ec6","SP","sorocaba","63","267792","3433.2308"
"c9aafcd0621b2207c10e32c649cada4d","SP","sao paulo","40","267126","5683.5319"
"d93919c944be9cff128f6c9cb899eacb","SP","mombuca","33","266670","8080.9091"
"9c068d10aca38e85c50202e17b4a7e88","MS","coxim","17","265890","15640.5882"
"d25aa0aaacb370e912f8cf6efeba38b3","SC","massaranduba","17","265845","12659.2857"
"6f229cc508fc6915ed5c499efd93baa4","RJ","rio de janeiro","13","265480","18962.8571"
"bc302730ea8cf49b5c74f579febb5bbf","SP","campinas","11","264090","24008.1818"
"f1b93673502375d491780bb49d615dbc","SP","sao jose dos campos","8","263893","26389.3000"
"1b7e5006cb25dd23ce8686691013b121","SP","sao paulo","11","263674","23970.3636"
"ccf8813e5a7d6c84d865cd38bfc2b130","SP","taubate","26","263550","10136.5385"
"8d79c8a04e42d722a75097ce5cbcf2ef","CE","caucaia","26","262782","9732.6667"
"9906e7aa42a3c067b7c9a564d01c4320","PR","maringa","12","261900","16368.7500"
"8ab42aa58097fd4668d60cc648225d5f","GO","goiania","20","261675","10064.4231"
"4305fe92735c8a43d154ff6dd2b8d927","MG","coronel fabriciano","17","260610","13716.3158"
"e99e927c81e3f51739c94fcdfca9f10f","MG","uberlandia","21","259785","10824.3750"
"a369d693961cb93b61ca2cc518872a85","SP","sao jose do rio preto","11","259700","14427.7778"
"fdaaf5bfda82b7b80535610c831b8d09","SP","sao jose do rio preto","10","258890","17259.3333"
"f593898ec748b7a8cb81fc04edafd98a","SP","pedreira","19","258804","11763.8182"
"244c2f1bff6afe1f2eaf9bfe9b2aed38","SP","mogi das cruzes","23","258000","9555.5556"
"2c4c47cb51acd5ea5db5e0ae0e26542a","SP","buritama","12","257590","17172.6667"
"0885aaf116795758dfeb5f1032487bcd","SP","ferraz de vasconcelos","27","257310","8872.7586"
"41ab63a91b8b264e8c8780368bf1dd5b","MG","belo horizonte","12","257195","19784.2308"
"1ce3ae5a399804d1a87e706f8a813c3e","SC","jaguaruna","40","256300","5825.0000"
"cd06602b43d8800bd0afad514919d35c","SP","sao paulo","43","255531","4914.0577"
"157c3e4b42f81ac4a44e8b1ca2fe9876","SP","sao paulo","23","254850","8220.9677"
"b76dba6c951ab00dc4edf0a1aa88037e","SP","sao paulo","157","254531","1524.1377"
"bb5bd94c8f59cc050072d2930c869cac","SP","sao paulo","16","254387","14963.9412"
"3d39fbf22a665714baf62fae36029e23","SP","campinas","8","250420","31302.5000"
"ffa6adafb71b807dc13159e26431354c","PR","londrina","17","250090","14711.1765"
"b335c59ab742f751a85db9c411a86739","MG","araguari","30","249411","8045.5161"
"de0c78824586e9a5f5f04fd84e25df39","SP","vargem grande paulista","14","248930","15558.1250"
"cea729054f157f5870bdd321a958d994","SP","sao paulo","24","248210","9546.5385"
"6989574bd97d9773f10d232b6c07da59","PR","curitiba","7","247840","35405.7143"
"fe49ee029e61e789a1f3a5525f57ba8d","SP","osasco","16","247369","15460.5625"
"2e3be8a987a30d7544dbbda6861cc14e","MG","belo horizonte","14","247286","16485.7333"
"5eeb9c756d9780b96283e5a2ac6da334","SP","ribeirao preto","9","247100","27455.5556"
"c2d70ce2c5d0a2eb75e78668236e6dc8","SP","sao paulo","13","247090","16472.6667"
"1c40343cc5d18c2d8248ac2f3366de34","SP","limeira","21","246141","11188.2273"
"cce6ab8d1682639fe45ab70234f1665f","SP","curitiba","61","244270","3816.7188"
"a08692680c77d30a0b4280da5df01c5a","SP","sao paulo","6","243300","14311.7647"
"318f287a62ab7ac10b703ac37435a231","SP","sao paulo","51","243248","3987.6721"
"4b0fdb526525f9890eb145bf1534640e","SP","ibitinga","18","241900","12095.0000"
"888faa8bfb0b159c37de6d898b961c31","SC","braco do norte","19","241830","10514.3478"
"04aba03279157f6d4e0fe8ccaf21963c","RJ","santo antonio de padua","15","241600","16106.6667"
"d06d019f72a04e5497a0b64190af170c","SP","cotia","17","241593","14211.3529"
"1354d51653f645349064725ed204e85e","SP","sao paulo","18","241000","12050.0000"
"76833248bbc0e65a0293ec62023e4396","SP","birigui","2","239998","119999.0000"
"82bd0703a4aefd6b599e5bfdaed378fb","SP","marilia","20","239428","10409.9130"
"efcd8d2104f1a05d028af7bad20d974b","SP","aracatuba","46","238479","4769.5800"
"1996942dc085d7773ba77a529b163cd0","SP","pradopolis","9","238352","26483.5556"
"47efca563408aae19bb7206c2d969ea9","PI","teresina","11","238300","21663.6364"
"6bbcb8924baf70b7fe2fe2097e8cd407","SC","blumenau","10","238250","21659.0909"
"acadd4d36859671cb635527c6c977533","SP","santa rosa de viterbo","12","238100","19841.6667"
"cfe94489ddd337d1e29e12f2a7205d10","SP","sao paulo","20","237600","9900.0000"
"323ce52b5b81df2cd804b017b7f09aa7","SP","sao paulo","29","237430","8187.2414"
"120476eb7a04c149d14772edaf5d9bf2","RJ","angra dos reis","4","236880","39480.0000"
"d3f39f05462b79a4562d35893a28f159","SP","mococa","33","236340","6387.5676"
"5160d23075764e18e07c1f4a87fad743","SP","sao bernardo do campo","33","235900","6207.8947"
"4978a02ea9c8be7a9b5480680f40334e","SP","sao paulo","18","235661","12403.2105"
"8603f0038fe0e52fedd3382d266723de","SC","garopaba","10","235500","23550.0000"
"ede0c03645598cdfc63ca8237acbe73d","SP","ribeirao preto","43","235215","5004.5745"
"c004e5ea15737026cecaee0447e00b75","SP","sao paulo","1","235000","235000.0000"
"3504c0cb71d7fa48d967e0e4c94d59d9","SP","maua","53","234994","4433.8491"
"4391ea5c5990502176a1dcda44a2373d","RS","porto alegre","3","234900","46980.0000"
"34f563c82a85b99ae9e6d60db5fc2e28","RS","campo bom","8","233230","29153.7500"
"62c50c1af4dfdc4149d25c5222043d39","SP","sao paulo","12","232583","13681.3529"
"0bb738e4d789e63e2267697c42d35a2d","SP","sao roque","29","230840","7694.6667"
"fd386aa7bed2af3c7035c65506c9b4a3","SP","sao paulo","69","230415","3031.7763"
"5a93f3ab0ef4c84ed5e1b5dbf23978bc","SP","monteiro lobato","38","229928","5347.1628"
"f1c1ac3f3efc07e659c035008e615e66","SP","sao paulo","3","229496","25499.5556"
"1d4587203296c8f4ad134dc286fa6db0","SP","sao paulo","40","228750","5579.2683"
"6338ea67c41078a46ad99cc009654956","RS","farroupilha","37","228609","5195.6591"
"7238a95bb63ef7e498389fb863b834a1","SP","limeira","15","226570","15104.6667"
"8fe8786ee000001ab51d030dfd4a7bf1","SC","paulo lopes","5","225500","45100.0000"
"655220df33262c7e0c4949a147366f94","SP","diadema","13","224500","14966.6667"
"dd533b429f380718b70ad9922c294bae","SP","barretos","39","224488","5220.6512"
"7b8e8ec35bad4b0ef7e3963650b0a87b","SC","tubarao","5","224428","44885.6000"
"5abb8ea023c77787f2c15da891c8d384","SC","joinville","13","224100","17238.4615"
"54583ab379489add547fe47b628db589","SP","sao bernardo do campo","10","224000","22400.0000"
"e5f9e61ceb5f523cc966e0f34095032f","SC","brusque","4","223800","55950.0000"
"cac876b37d3abcd6bd76caca30277996","PR","cascavel","27","222977","6756.8788"
"b83cedfb587e7911540e3f576d6917ce","SP","sao paulo","24","222495","8899.8000"
"9a84ba99f5367fdbd4598363496f1ea2","GO","luziania","15","222338","14822.5333"
"fb89df7f89fd1b8f03fa2acca1ba7364","PR","foz do iguacu","22","222000","8880.0000"
"747e73c01a4593d4cf60dcf970fd2689","PE","vitoria de santo antao","3","221799","73933.0000"
"77a515caa36327151d1cc6c32a9f00e1","SP","diadema","26","221739","8528.4231"
"e5475dcab1e07b63d7f6e902d8f5eda8","SP","diadema","19","219200","11536.8421"
"91f0eec23d4a61d7d7caeefa3f0ad1ca","SC","tubarao","11","219080","19916.3636"
"14a08204d03bb6b6bde8029f801ae0eb","SP","sao paulo","28","218540","5751.0526"
"1b1ae47a313a825a7ccceb8e2e30fa9d","PR","bocaiuva do sul","10","218400","21840.0000"
"850913d59ce317156b00f3705f1c3edb","SP","atibaia","29","218300","7276.6667"
"8ca1551acf9832a4cf467bbbac15851f","PR","campo largo","11","217640","18136.6667"
"b74d1c09cb380e1d03a6f859c6f4224b","RJ","rio de janeiro","30","217461","5722.6579"
"4992e76a42cb3aad7a7047e0d3d7e729","SP","sao paulo","56","217120","2974.2466"
"53d00c40e32aeb924a84ce72b1af869d","SP","ibitinga","17","216585","12740.2941"
"2be17df1c49978426251562096c3cc09","SC","tubarao","16","216500","13531.2500"
"0ffa40d54288e4f3499b8780dd0f144f","SP","presidente prudente","33","216280","6179.4286"
"0725b8c0f3f906e58f70cbe76b7c748c","SP","guarulhos","16","216152","6004.2222"
"7fc87cc3e89b3d1d5cabdca32f8485aa","SP","guarulhos","14","215390","15385.0000"
"f214d28e8d8e3ef068748498ccc2f813","SP","sao paulo","52","215243","3776.1930"
"72bc2cce903c872fe376a8faaa81d237","SP","sao paulo","17","214920","11940.0000"
"e8f6dc8e6a1dcde89d20e3995c8d90b3","SP","sao paulo","35","214874","4883.5000"
"b56906f7fd1696e043f1bcce164c487b","SP","echapora","40","214849","5115.4524"
"373ee4a3a775a733770ca3f790b8b9ac","RJ","rio de janeiro","13","214149","9734.0455"
"723cd880edaacdb998898b67c8f9da30","SP","ibitinga","11","213653","17804.4167"
"8bdd8e3fd58bafa48af76b2c5fd71974","SP","sao paulo","10","213583","21358.3000"
"f5f2ab9bdb6b30c14c61be68c5ed37da","SP","porto ferreira","18","213468","11859.3333"
"87d30a6a0cbf89356e49324971ab1d24","SP","sao paulo","17","213413","12553.7059"
"9bcdfa7b615b3abb9461d9e3ad9886ae","SC","blumenau","14","212607","10630.3500"
"3a734b715d333a2588a3d54a0c9b8746","SP","osasco","15","212152","10102.4762"
"8f78f0903005064036736c7173a5c2ed","MG","tiradentes","13","211370","10065.2381"
"cf2384dd2f1dddea3f838efed0945e65","SP","serra negra","16","210150","13134.3750"
"ffdd9f82b9a447f6f8d4b91554cc7dd3","PR","curitiba","18","210120","10506.0000"
"e9511df20ccd82658a30c37b7fb343af","SP","bauru","22","209660","6988.6667"
"3bfba5a77604f6dfae7e6dd7aaf65821","PR","londrina","4","209550","52387.5000"
"7f7b8245c336066a1f9933c359f11d77","SP","mogi mirim","38","209436","4870.6047"
"df91910b6a03bb2e3358fa6a35e32f6f","SP","sao paulo","13","209320","16101.5385"
"8de8fe3af4449ed695d2434c933ed73e","SP","sao paulo","1","209000","209000.0000"
"165b1235e9e9942cb5fae67103576fb0","SP","ribeirao preto","11","208515","13032.1875"
"6aa3928696eab49a19a466e665a649fd","RJ","nova iguacu","18","207500","9431.8182"
"082e0bf4cb865a6533b1e8e498cc0255","SP","botucatu","11","207330","9014.3478"
"e38db885400cd35c71dfd162f2c1dbcf","DF","brasilia","30","206680","6458.7500"
"ed859002ad59dbf8cf3602696a6c3000","PR","londrina","6","206390","18762.7273"
"ea65d8b58316a6f2362f2a9e4b3e86ad","SP","campinas","9","206140","12883.7500"
"f615fe7efbef0f4f08fd3086bc7a3e60","SP","atibaia","22","206137","8962.4783"
"412a4720f3e9431b4afa1476a1acddbe","SP","campinas","21","205810","9355.0000"
"4e8dacf3d38f281ae26c3e0321d92d88","SP","sao paulo","8","205546","22838.4444"
"be9a160a9011f627c3e121d076c1ec7b","SC","jaragua do sul","5","205500","41100.0000"
"bc2ac6b95e1accce9858528ee566c17e","SP","campinas","18","204500","9295.4545"
"f7720c4fa8e3aba4546301ab80ea1f1b","PR","curitiba","59","204355","2653.9610"
"c6381d2d013342748761e906d45aff76","RS","portao","15","204298","7296.3571"
"78c99c6dff4eeae5be99bf635ed21e3f","SP","marilia","31","203088","5207.3846"
"71592660bbcb6a4664e97b6f8b68babc","SP","sao jose do rio preto","6","202718","28959.7143"
"0ed6ce5d87fd9c69eaacaeb778d67235","SP","americana","42","202652","4825.0476"
"fac1a9017ade7bdc94058fc1c969f355","SP","sao paulo","9","201084","20108.4000"
"1782ce2db72c3dda627d5e7c898104e1","SP","taboao da serra","9","201080","20108.0000"
"3a1a1fec38dd360f15fc912e821e169d","SP","sao paulo","15","200738","13382.5333"
"116ccb1a1604bc88e4d234a8c23f33de","SP","sao bernardo do campo","61","200489","2746.4247"
"d6ab728cf30867cf3f1a2e216ae2f9b7","SP","sao paulo","12","200200","14300.0000"
"3d2531eccfbde1d7c8db7a3a12fb267a","MG","contagem","10","199954","19995.4000"
"8ec76bb0965af3f007692b26fa9d6623","SC","criciuma","1","199900","199900.0000"
"6b536a23086fba0d58c08d68814397f6","RJ","niteroi","18","199680","9076.3636"
"17908cf9b444ee34047cadd5c0f4a516","GO","anapolis","11","199399","18127.1818"
"bf100ecb7997df312b285358fb32f92c","PR","sao jose dos pinhais","20","199190","9485.2381"
"9449f25aeaf531019b76999ea49a6949","RJ","rio de janeiro","9","197955","21995.0000"
"13074f016982ff2bd6c58ced8682f000","RS","bento goncalves","13","197700","14121.4286"
"c013e57c075a06e5b5c48ee03c525719","SP","sao carlos","42","197155","4381.2222"
"91f5779a8731baca4809fdeade81803f","RJ","barra mansa","6","197146","32857.6667"
"f41ce2e25237f9092cd8e6e7516c7a2f","SP","guarulhos","26","196190","7266.2963"
"bf84056e679dbe9c69929847a40e338f","SP","sao paulo","35","191808","5047.5789"
"93b9a99027bd8bd6af682aff18dd19bf","SP","mairipora","19","191600","9580.0000"
"cd843d4cf8ef32827de0396605163ba3","MG","juiz de fora","5","191500","38300.0000"
"9dda5bbacd45e18d6485fee649205d09","MG","santa rita do sapucai","19","191260","8693.6364"
"901b460cdce0c64e471230d7f2f9f3a3","RS","porto alegre","5","190400","38080.0000"
"6df688df543f90e9b38f4319e75a9d88","MG","belo horizonte","39","189176","3439.5636"
"112453736dbe3889cfb74e1aaa0ba0c1","SP","sao paulo","7","189000","13500.0000"
"5ab05b6d86d417796c69ffd6774ec832","SP","assis","10","188610","15717.5000"
"65b081a070633e057c462abdd6fb9dd8","GO","morrinhos","19","188509","9425.4500"
"5debea795b07621e1f90532e18f96145","PR","apucarana","25","188378","5708.4242"
"4c8b8048e33af2bf94f2eb547746a916","SP","ibitinga","19","188245","8184.5652"
"e24d3429d294b2eb200b064ebb035879","SP","sao paulo","19","187858","8539.0000"
"5b33b527da3c5b969cc99dc435cad09a","PR","paranavai","16","187279","11016.4118"
"abbf6046bbdf1028606a5bc7f00c99e7","SC","xanxere","6","186725","31120.8333"
"95ec4458365c4d11f452ccf538377619","SP","limeira","27","186676","6021.8065"
"4e5725ba188db8252977a4f0227bd462","SP","ribeirao preto","21","186509","7771.2083"
"daeb5653dd96c1b11860f72209795012","MG","belo horizonte","38","186410","4779.7436"
"3e8bd881d92466e63ba9e3e809cd3c50","RJ","rio de janeiro","8","186238","20693.1111"
"0417b067eeab773d2f7061a726dc477f","SC","sao bento do sul","13","185918","14301.3846"
"c8467937e403e76a8ee9f0ab13f6f5ef","MG","pocos de caldas","30","185379","5617.5455"
"8c3b533c63cca56240f94f1e3a6b18ef","MG","belo horizonte","3","184950","36990.0000"
"30c7f28fd3a5897b2c82d152bb760c17","RJ","niteroi","6","184938","30823.0000"
"a4bd6e9adf39b63f43dc545d3ca1f53d","RJ","rio de janeiro","4","184859","36971.8000"
"74bafed391319577bce6f4d2acc0589a","SP","sao paulo","3","184700","61566.6667"
"272f092de69afedd4d2969440b37f18f","SP","sao paulo","25","184633","4734.1795"
"3a4127e1ba7208ea37044c5092aae170","SP","sao paulo","5","184270","36854.0000"
"ffeee66ac5d5a62fe688b9d26f83f534","SP","mirassol","14","183986","13141.8571"
"7ade73f1b9b4e965f9009a4c3a7e2c15","SP","bauru","26","183530","6797.4074"
"6a38087bc8ad4f89ff453561005f6dea","GO","anapolis","15","183343","8333.7727"
"c679fb69a36e1d8349e8c50a217b4d58","RS","caxias do sul","14","182568","10739.2941"
"55bb6fe5bebe5012e2d7d9928e1128ff","SP","bauru","15","181655","11353.4375"
"a5a1bfcf728ab0e19182959cf0771ee4","SP","socorro","21","181296","7554.0000"
"729b2d09b2a0bdab221076327f13d050","SP","mineiros do tiete","48","180521","3008.6833"
"5b85809efd0d0e4dea1a9544e1280ed9","SP","presidente prudente","12","180460","12890.0000"
"411f3b52d857390502ee4e4d5ceabc2d","SP","ribeirao pires","21","180401","6013.3667"
"7fdb0720c8d7c9075538b365dc8c3a22","PR","toledo","9","180400","18040.0000"
"2ff6b7bff164ef05590a52734e1296da","PR","londrina","7","180359","25765.5714"
"15fa791d5e017f66402dc28c44480657","SP","sao paulo","8","180200","22525.0000"
"c3e1abd72a42fe690fcd89cf5720fe29","SP","mogi guacu","13","179861","13835.4615"
"1976a05ecf2996d6ffb7b5430e635fe7","SP","assis","8","179620","19957.7778"
"a36b125ac6d5fdbc7f50de85c9157bdc","SP","ribeirao preto","23","179365","7174.6000"
"406740ee611378a662d274c7d8c43c4a","ES","vitoria","8","179000","17900.0000"
"fa3a0b5aabb344b9a92e3524b0202123","SP","sao jose dos pinhais","7","178900","25557.1429"
"293dee954235e4e4e43f129313625ebe","DF","brasilia","8","177892","22236.5000"
"d97df38225e5abadaff1e72cb72b823c","SP","sao caetano do sul","28","177600","6342.8571"
"07bf9669d84d1f11be443a9dd938f698","SP","sao paulo","18","177600","7400.0000"
"3481aa57cd91f9f9d3fa1fa12d9a3bf7","SP","capivari","25","177303","7092.1200"
"ca4b77513ac2040591b0d8fae6958380","SP","sando andre","14","177245","11816.3333"
"d5b9a084373da994a6e37f732169a853","SP","santo andre","7","176900","25271.4286"
"1690cada046eb7e92c12f98b1f8a8167","SP","sao paulo","10","176000","17600.0000"
"f63d8f293af3a6454377546bd9dd19ff","SP","votorantim","17","175182","6256.5000"
"cb810bd318f51b3dc3c753944d61a1fa","RJ","niteroi","1","175000","175000.0000"
"dd4d95ba2d15c071e6c695e2ef6ce169","ES","cachoeiro de itapemirim","4","174800","43700.0000"
"4bf658053d453036c70976bccb2c31b2","SP","sao jose do rio preto","2","174299","87149.5000"
"c8417879a15366a17c30af34c798c332","SP","sao paulo","25","173470","4956.2857"
"198c7ea11960a9844b544d9bcdca860c","MG","jacutinga","25","173375","6935.0000"
"dc8798cbf453b7e0f98745e396cc5616","SP","sao paulo","35","173300","4030.2326"
"6ddc28b61be28373b4503a1f61cf98a9","SP","sao paulo","11","173290","15753.6364"
"c5f7feb04a6a1fb3596322bfc3cf1917","SP","sao caetano do sul","11","172060","15641.8182"
